district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,number_of_employees_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek
NIZAMABAD,BODHAN,BODHAN (R),M/S ADITHYA INDUSTRIE,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.2,10,2025-08-15,,YET TO START CONSTRUCTION,YES,GENERAL,-0.26472190109435045,-0.19375985736614154,19,36,38,40,7,1,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000006,0,0,0,2025,8,15,4,,,,,1970,1,1,3,1970,1,1,3
NARAYANPET,MARIKAL,CHITTANUR,TIRUMALA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.845,10,2025-08-02,,YET TO START CONSTRUCTION,YES,GENERAL,-0.05792912527224496,-0.19375985736614154,16,37,39,41,7,1,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000007,0,0,0,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3
NARAYANPET,NARWA,LANKAL,RAMAKRISHNA COTEX,COTTON SEED GINNING / DE-LINTING BY MECHANICAL MEANS,OTHERS,8.59,20,2025-08-10,,YET TO START CONSTRUCTION,YES,GENERAL,0.39122947476480463,0.02256107928235895,16,38,40,42,23,12,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000007,0,0,0,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,JINNARAM,GADDAPOTHARAM,M/S. AET LABORATORIES PVT LTD,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,11.515,345,2025-03-19,,YET TO START CONSTRUCTION,YES,GENERAL,0.6199133572901955,7.052991520358624,12,24,41,43,3,3,1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000000007,0,0,0,2025,3,19,2,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,PANCHRATNA PACKAGING,"GRAVURE PRINTING, DIGITAL PRINTING ON FLEX, VINYL",PAPER AND PRINTING,4.75,40,2025-07-19,,YET TO START CONSTRUCTION,YES,GENERAL,0.09100858283403518,0.4552029525793599,8,12,12,44,24,6,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000007,0,0,0,2025,7,19,5,,,,,1970,1,1,3,1970,1,1,3
NIZAMABAD,NANDIPET,JOORPUR,M/S SRI PURNIMA AGRO INDUSTRIE'S,PARBOILED RICE MILLS,FOOD PROCESSING,3.2,20,2024-04-01,,YET TO START CONSTRUCTION,YES,GENERAL,-0.03017432927343685,0.02256107928235895,19,39,42,45,18,1,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000007,0,0,0,2024,4,1,0,,,,,1970,1,1,3,1970,1,1,3
SIRCILLA,YELLAREDDIPET,VENKATAPURAM,M/S. MADHU GENERAL ENGINEERING WORK SHOP,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.16,4,2025-08-10,,YET TO START CONSTRUCTION,YES,OBC,-0.26784920205196266,-0.3235524193552418,13,40,43,46,5,5,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000007,0,0,1,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,POOJA GOYAL,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.105,5,2025-08-20,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2721492408686794,-0.3019203256903918,3,15,15,47,5,5,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000007,0,0,0,2025,8,20,2,,,,,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,M/S SRI LAXMINIVASA RICE INDUSTRIES.,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.35,9,2025-07-31,,YET TO START CONSTRUCTION,YES,GENERAL,-0.17481199856300025,-0.21539195103099157,6,21,44,48,7,1,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000007,0,0,0,2025,7,31,3,,,,,1970,1,1,3,1970,1,1,3
HYDERABAD,SECUNDERABAD,SECUNDERABAD,SURYA HALLMARKING CENTER,"GOLD AND SILVER SMITHY (PURIFICATION WITH ACID, SMELTING OPERATING AND SULFURIC ACIDPOLISHING OPERATION) (USING LESS THAN OR EQUAL TO 1 LITRE OF SULPHURIC ACID / NITRIC ACID PERMONTH.",ENGINEERING,0.1,2,2025-08-08,,YET TO START CONSTRUCTION,YES,GENERAL,-0.27254015348838095,-0.3668166066849419,20,41,45,49,25,5,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000007,0,0,0,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3
KARIMNAGAR,KOTHAPALLY,KHAZIPUR,GAJANANA GRANITES INDUSTRIES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.95,10,2025-08-16,,YET TO START CONSTRUCTION,YES,OBC,-0.20608500813912212,-0.19375985736614154,21,42,46,50,26,12,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000007,0,0,1,2025,8,16,5,,,,,1970,1,1,3,1970,1,1,3
KHAMMAM,PENUBALLI,KARAIGUDEM,SRI SAI RAM SEEDS,COB DRYING (FUEL CONSUMPTION MORE THAN 12 TPD),OTHERS,6.644,25,2025-07-26,,YET TO START CONSTRUCTION,YES,GENERAL,0.239086283176972,0.1307215476066092,22,43,47,51,27,12,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000008,0,0,0,2025,7,26,5,,,,,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,VIJAYA MINING AND DRILLING SYSTEMS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9938,8,2025-07-29,,YET TO START CONSTRUCTION,YES,OBC,-0.20266061359053675,-0.23702404469584162,5,5,5,52,5,5,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000008,0,0,1,2025,7,29,1,,,,,1970,1,1,3,1970,1,1,3
HANUMAKONDA,HASANPARTHY,YELLAPUR,ANANTHSAGAR TILES,MINERAL STACK YARD / RAILWAY SIDINGS,OTHERS,0.4976,9,2024-07-15,,YET TO START CONSTRUCTION,YES,OBC,-0.24145478196971587,-0.21539195103099157,23,44,48,53,28,12,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000008,0,0,1,2024,7,15,0,,,,,1970,1,1,3,1970,1,1,3
SIDDIPET,KONDAPAK,KUKNURPALLE,KOLA ANJANEYULU GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.65,1,2025-08-14,,YET TO START CONSTRUCTION,YES,OBC,-0.22953976532121345,-0.38844870034979195,0,45,49,54,10,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,1,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3
PEDDAPALLI,MUTHARAM (MANTHANI),KESANAPALLE,M/S. RADHA KRISHNA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-04-27,,YET TO START CONSTRUCTION,YES,OBC,-0.22172151292718298,-0.15049567003644143,1,46,50,55,7,1,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000008,0,0,1,2025,4,27,6,,,,,1970,1,1,3,1970,1,1,3
NIRMAL,KHANAPUR,SATHNAPALLE,M/S. SRI LAXMI NARASIMHA MODERN RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.22172151292718298,-0.15049567003644143,10,47,51,56,7,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000008,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3
JANGAON,JANGAON,OBLAKESHVAPUR,SIDDESHWARA MINERAL WATER PLANT,MINERALIZED WATER,BEVERAGES,0.029,1,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.27809111268814257,-0.38844870034979195,18,48,52,57,21,11,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000008,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3
KHAMMAM,KHAMMAM (URBAN),KHANAPURAM (HAVELI),MAHAVEER ICE CREAM,ICE CREAM,BEVERAGES,0.2489,6,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2608987756736696,-0.2802882320255417,22,49,53,58,29,11,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000008,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,GEESUGONDA,DHARMARAM,CHANDRA SHEKAR TUNGA GAS GODOWN,"LUBRICATING OIL, GREASES OR PETROLEUM BASED PRODUCTS (ONLY BLENDING AT NOMAD TEMPERATURE)",PHARMACEUTICALS AND CHEMICALS,0.178,9,2025-04-24,,YET TO START CONSTRUCTION,YES,SC,-0.2664419166210372,-0.21539195103099157,9,18,54,59,30,7,1970-01-01 00:00:00.000000039,1970-01-01 00:00:00.000000008,0,0,2,2025,4,24,3,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,WARDHANNA PET,WARDHANNAPET,KISAN DAIRY FARM,DAIRY AND DAIRY PRODUCTS ( SMALL SCALE),FOOD PROCESSING,0.3,7,2025-08-12,,YET TO START CONSTRUCTION,YES,OBC,-0.25690364870032006,-0.2586561383606917,9,50,55,60,31,1,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000008,0,0,1,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,JINNARAM,BOLLARAM,"M/S. ANMOL POLYMERS PVT LTD, (FORMERLY M/S.SAI TE",PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,1.08,43,2025-07-03,,YET TO START CONSTRUCTION,YES,GENERAL,-0.1959212800268825,0.5200992335739101,12,24,56,61,3,3,1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000009,0,0,0,2025,7,3,3,,,,,1970,1,1,3,1970,1,1,3
SIDDIPET,WARGAL,VELURU,RAMALINGESHWARA RICE INDUSTRY,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.95,10,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.20608500813912212,-0.19375985736614154,0,51,57,62,7,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000009,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,KOTHUR,THIMMAPUR,COCOATINI CHOCOLATIERS,"CHLORATES, PER-CHLORATES &PEROXIDES",PHARMACEUTICALS AND CHEMICALS,0.868,5,2025-07-16,,YET TO START CONSTRUCTION,YES,OBC,-0.21249597510222706,-0.3019203256903918,8,52,58,63,32,7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000009,0,0,1,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3
WANAPARTHY,PEBBAIR,RANGAPUR,ALLIED BLENDERS AND DISTILLERS LTD.,DISTILLERY ( MOLASSES / GRAIN /YEAST BASED),BEVERAGES,75.0,15,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,5.58333088964043,-0.0855993890418913,24,53,59,64,33,11,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000009,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3
SURYAPET,MATTAM PALLE,PEDDAVEEDU,NGS WHITE CEMENTS AP PVT LTD,CEMENT,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",15.5,75,2025-05-14,,YET TO START CONSTRUCTION,YES,GENERAL,0.9314707151923091,1.2123262308491116,17,54,60,65,4,4,1970-01-01 00:00:00.000000041,1970-01-01 00:00:00.000000009,0,0,0,2025,5,14,2,,,,,1970,1,1,3,1970,1,1,3
MAHBUBNAGAR,BALANAGAR,GUNDED,ECOWOOD INDUSTRY,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,3.6,7,2025-08-02,,YET TO START CONSTRUCTION,YES,OBC,0.0010986803026849627,-0.2586561383606917,25,55,61,66,17,9,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000010,0,0,1,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3
MEDCHAL,MEDCHAL,MEDCHAL,M/S.MARUDHAR ENTERPRISES.,"FORMULATION/PALLETIZATION OF CAMPHOR TABLETS,NAPHTHALENE BALLS FROM CAMPHOR/ NAPHTHALENE POWDERS",PHARMACEUTICALS AND CHEMICALS,0.2,2,2025-07-16,,YET TO START CONSTRUCTION,YES,GENERAL,-0.26472190109435045,-0.3668166066849419,3,7,62,67,34,7,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000010,0,0,0,2025,7,16,2,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,KAMAREDDY,PATHARAJAMPET,HINDUSTAN TRADERS SAW MILL & TIMBER DEPOT,SAW MILLS,WOOD AND LEATHER,0.2,6,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.26472190109435045,-0.2802882320255417,26,56,63,68,9,8,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000010,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,TADWAI,TADWAI,SUJATHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.05,1,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.2764492796853962,-0.38844870034979195,26,57,64,69,11,1,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000010,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3
JANGAON,RAGHUNATHPALLE,GOVARDHANAGIRI,M/S BHARATHI GROUP,"FISH FEED, POULTRY FEED AND CATTLE FEED",AGRO BASED INCL COLD STORAGES,0.98,15,2025-08-07,,YET TO START CONSTRUCTION,YES,GENERAL,-0.20373953242091294,-0.0855993890418913,18,58,65,70,35,0,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000010,0,0,0,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3
MEDAK,MANOHARABAD,KUCHARAM,M/S. INGENISIS ENGINEERING PVT. LTD.,INDUSTRY OR PROCESS INVOLVING METAL SURFACE TREATMENT OR PROCESS SUCH AS PICKLING/ ELECTROPLATING/PAINT STRIPPING/ HEAT TREATMENT USING CYANIDE BATH/ PHOSPHATING OR FINISHING AND ANODIZING / ENAMELLINGS/ GALVANIZING,OTHERS,1.5,15,2025-07-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.1630846199719546,-0.0855993890418913,15,59,66,71,36,12,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000011,0,0,0,2025,7,23,2,,,,,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,SRI YASHODA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9989,10,2025-07-30,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2022618827184412,-0.19375985736614154,5,5,5,72,5,5,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000011,0,0,0,2025,7,30,2,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,PASHAMYLARAM,NIEHOFF OF INDIA PRIVATE LIMITED.,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.72,10,2025-07-28,,YET TO START CONSTRUCTION,YES,GENERAL,-0.22406698864539212,-0.19375985736614154,12,60,67,73,20,10,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000011,0,0,0,2025,7,28,0,,,,,1970,1,1,3,1970,1,1,3
KAMAREDDY,MADNOOR,DONGLI,M. S. AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.175,20,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2666764641928581,0.02256107928235895,26,61,68,74,7,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000011,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3
KHAMMAM,KHAMMAM (URBAN),KAIKONDAIGUDEM,SRI SAI GANESH STONES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.4046,6,2025-08-07,,YET TO START CONSTRUCTION,YES,SC,-0.2487257566961642,-0.2802882320255417,22,49,69,75,26,12,1970-01-01 00:00:00.000000042,1970-01-01 00:00:00.000000011,0,0,2,2025,8,7,3,,,,,1970,1,1,3,1970,1,1,3
WARANGAL,WARDHANNA PET,WARDHANNAPET,M/S. MAHESHWARA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.35,15,2025-08-05,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2529945225033048,-0.0855993890418913,9,50,55,76,7,1,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000011,0,0,0,2025,8,5,1,,,,,1970,1,1,3,1970,1,1,3
NALGONDA,MIRYALAGUDA,GUDUR,J.M.J GAS WELDING WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.0717,3,2025-08-12,,YET TO START CONSTRUCTION,YES,SC,-0.2747527189158916,-0.34518451302009184,7,10,10,77,5,5,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000011,0,0,2,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,MAHESWARAM,MAHESWARAM,GSK ENTERPRISES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.311,2,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2560436409369767,-0.3668166066849419,8,62,70,78,5,5,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000011,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3
RANGAREDDY,FAROOQNAGAR,SOLIPUR,NAGASREE PLASTICS,REPROCESSING OF WASTE PLASTIC INCLUDING PVC,PLASTIC AND RUBBER,0.4,10,2025-07-25,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2490853963062896,-0.19375985736614154,8,19,71,79,37,9,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000011,0,0,0,2025,7,25,4,,,,,1970,1,1,3,1970,1,1,3
HYDERABAD,CHARMINAR,CHARMINAR,SSR HALLMARKING,"GOLD AND SILVER SMITHY (PURIFICATION WITH ACID, SMELTING OPERATING AND SULFURIC ACIDPOLISHING OPERATION) (USING LESS THAN OR EQUAL TO 1 LITRE OF SULPHURIC ACID / NITRIC ACID PERMONTH.",ENGINEERING,0.45,2,2025-08-01,,YET TO START CONSTRUCTION,YES,GENERAL,-0.24517627010927434,-0.3668166066849419,20,63,72,80,25,5,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000011,0,0,0,2025,8,1,4,,,,,1970,1,1,3,1970,1,1,3
YADADRI,BHONGIR,BUVANAGIRI,M/S BHAKTIN ENTERPRISES,ALUMINIUM UTENSILS FROM ALUMINIUM CIRCLES BY PRESSING ONLY (DRY MECHANICAL OPERATION),ENGINEERING,0.24,15,2025-06-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.26159460013673835,-0.0855993890418913,5,64,73,81,14,5,1970-01-01 00:00:00.000000047,1970-01-01 00:00:00.000000012,0,0,0,2025,6,23,0,,,,,1970,1,1,3,1970,1,1,3
SANGAREDDY,KONDAPUR,GOLLAPALLE,M/S. ELMENTOZ RESEARCH PRIVATE LIMITED,INDUSTRY OR PROCESSES INVOLVING FOUNDRY OPERATIONS,ENGINEERING,1.5,1,2025-08-13,,YET TO START CONSTRUCTION,YES,GENERAL,-0.1630846199719546,-0.38844870034979195,12,65,74,82,38,5,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000013,0,0,0,2025,8,13,2,,,,,1970,1,1,3,1970,1,1,3
