district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,district_name_encoded_group_mean_x,district_name_encoded_group_sum_x,district_name_encoded_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,district_name_encoded_group_mean_y,district_name_encoded_group_sum_y,district_name_encoded_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count,district_name_encoded_group_mean,district_name_encoded_group_sum,district_name_encoded_group_count
JAGTIAL,VELGATOOR,ENDAPALLE,M/S. SRI LAXMI DURGA CEMENT BRICKS INDUSTRIES,"CEMENT PRODUCTS (WITHOUT USING ASBESTOS / BOILER / STEAM CURING) LIKE PIPE ,PILLAR, JAFRI, WELL RING, BLOCK/TILES ETC.(SHOULD BE DONE IN CLOSED COVERED SHED TO CONTROL FUGITIVE EMISSIONS)","CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.13,5,2025-07-29,2025-12-08,YET TO START CONSTRUCTION,YES,OBC,-0.8063876744529663,15,76,91,99,42,4,4,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000016,0,0,1,2025,7,29,1,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3,1.57425,9.4455,6,-0.04130615218441944,-0.24783691310651662,6,15.0,90,6,0.13,0.13,1,-0.8063876744529663,-0.8063876744529663,1,15.0,15,1,0.13,0.13,1,-0.8063876744529663,-0.8063876744529663,1,15.0,15,1
NIZAMABAD,VARNI,VARNI,SRI SHIVA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.0,10,2025-02-18,2025-12-08,YET TO START CONSTRUCTION,YES,GENERAL,0.18423198740764143,20,77,92,100,7,1,9,1970-01-01 00:00:00.000000054,1970-01-01 00:00:00.000000016,0,0,0,2025,2,18,1,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3,1.6548571428571428,11.584,7,0.0013949283507103591,0.009764498454972514,7,20.0,140,7,2.0,2.0,1,0.18423198740764143,0.18423198740764143,1,20.0,20,1,2.0,2.0,1,0.18423198740764143,0.18423198740764143,1,20.0,20,1
ADILABAD,NERADIGONDA,NERADIGONDA,M/S SRI GANESH FLASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.18,8,2025-08-08,2025-12-08,YET TO START CONSTRUCTION,YES,ST,-0.7799005177187255,28,78,93,101,12,4,5,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000016,0,0,3,2025,8,8,4,2025.0,12.0,8.0,0.0,1970,1,1,3,1970,1,1,3,0.1025,0.205,2,-0.8209556106567988,-1.6419112213135976,2,28.0,56,2,0.1025,0.205,2,-0.8209556106567988,-1.6419112213135976,2,28.0,56,2,0.18,0.18,1,-0.7799005177187255,-0.7799005177187255,1,28.0,28,1
SANGAREDDY,PATANCHERU,SULTANPUR,BLUBEE INDUSTRIES PRIVATE LIMITED,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.4282,20,2025-08-04,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,1.4705542670493141,13,60,94,102,5,5,2,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000017,0,0,0,2025,8,4,0,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,1.4812400000000001,7.4062,5,-0.09057756114145414,-0.4528878057072707,5,13.0,65,5,2.3391,4.6782,2,0.363867884379263,0.727735768758526,2,13.0,26,2
RANGAREDDY,SAROORNAGAR,NADARGUL (RURAL),MARUTHI INDUSTRIES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.05,10,2025-07-18,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,1.270205413511516,9,79,95,103,5,5,9,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000017,0,0,1,2025,7,18,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.25,6.5,2,0.8464109057636625,1.692821811527325,2,9.0,18,2,3.25,6.5,2,0.8464109057636625,1.692821811527325,2,9.0,18,2
RANGAREDDY,FAROOQNAGAR,BURGUL,SHREE ULTRA INKS PVT LTD EXPANSION,PRINTING INK MANUFACTURING,PHARMACEUTICALS AND CHEMICALS,1.12,10,2025-07-15,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.2819419711149974,9,19,96,104,44,10,9,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000017,0,0,0,2025,7,15,1,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.2436249999999998,12.974499999999999,4,0.8430337932800468,3.372135173120187,4,9.0,36,4,1.12,1.12,1,-0.2819419711149974,-0.2819419711149974,1,9.0,9,1
WANAPARTHY,GOPALPETA,CHENNARAM,SATHYA SAI INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.8,10,2025-07-30,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.45145977421413885,25,80,97,105,7,1,9,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000017,0,0,0,2025,7,30,2,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,2.5040833333333334,7.51225,3,0.4512666725500128,1.3538000176500384,3,25.0,75,3,0.8,0.8,1,-0.45145977421413885,-0.45145977421413885,1,25.0,25,1,0.8,0.8,1,-0.45145977421413885,-0.45145977421413885,1,25.0,25,1
PEDDAPALLI,MUTHARAM (MANTHANI),ODEDU,M/S. SRI BALAJI SAWMILL AND DEPOT,SAW MILLS,WOOD AND LEATHER,0.17,4,2025-08-01,2025-11-08,YET TO START CONSTRUCTION,YES,ST,-0.7851979490655736,1,46,98,106,9,8,11,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000017,0,0,3,2025,8,1,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.905,3.62,4,-0.3958367450722331,-1.5833469802889324,4,1.0,4,4,0.46,0.92,2,-0.6315724400069767,-1.2631448800139533,2,1.0,2,2,0.17,0.17,1,-0.7851979490655736,-0.7851979490655736,1,1.0,1,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S. SHODHANA LABORATORIES PRIVATE LIMITED,PHARMACEUTICALS,PHARMACEUTICALS AND CHEMICALS,5.0,40,2025-07-11,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,1.7734613914620923,3,15,15,107,41,10,17,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000017,0,0,1,2025,7,11,4,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,1.0658333333333334,6.3950000000000005,6,-0.31063639091042505,-1.8638183454625503,6,3.0,18,6
BHUPALPALLY,BHUPALPALLE,BHUPALPALLE,SUDHIKSHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.115,1,2025-07-26,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.8143338214732385,12,81,99,108,11,1,0,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000017,0,0,1,2025,7,26,5,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,2.921125,5.84225,2,0.6721916323441933,1.3443832646883866,2,12.0,24,2,0.115,0.115,1,-0.8143338214732385,-0.8143338214732385,1,12.0,12,1,0.115,0.115,1,-0.8143338214732385,-0.8143338214732385,1,12.0,12,1
RANGAREDDY,SAROORNAGAR,NADARGUL (RURAL),SANDHYA PRECISION ENGINEERING WORKS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,2.45,10,2025-06-24,2025-11-08,YET TO START CONSTRUCTION,YES,SC,0.42261639801580914,9,79,95,109,5,5,9,1970-01-01 00:00:00.000000057,1970-01-01 00:00:00.000000017,0,0,2,2025,6,24,1,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.25,6.5,2,0.8464109057636625,1.692821811527325,2,9.0,18,2,3.25,6.5,2,0.8464109057636625,1.692821811527325,2,9.0,18,2
ADILABAD,NERADIGONDA,KORATKAL (BUZURG),BALAJI CEMENT BRICK WORKS,BRICKFIELDS ( EXCLUDING FLY ASH BRICK MANUFACTURING USING LIME PROCESS),"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.025,5,2025-07-30,2025-11-08,YET TO START CONSTRUCTION,YES,OBC,-0.8620107035948721,28,78,100,110,45,4,4,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000017,0,0,1,2025,7,30,2,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.1025,0.205,2,-0.8209556106567988,-1.6419112213135976,2,28.0,56,2,0.1025,0.205,2,-0.8209556106567988,-1.6419112213135976,2,28.0,56,2,0.025,0.025,1,-0.8620107035948721,-0.8620107035948721,1,28.0,28,1
SURYAPET,HUZURNAGAR,HUZURNAGAR,M/S. MATTAPALLY LAKSHMI NARASIMHA SWAMY PARBOILED MODERN RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.5,10,2025-06-16,2025-11-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.08063957993476704,18,82,101,111,18,1,9,1970-01-01 00:00:00.000000058,1970-01-01 00:00:00.000000017,0,0,0,2025,6,16,0,2025.0,11.0,8.0,5.0,1970,1,1,3,1970,1,1,3,2.73367,13.66835,5,0.572888633031851,2.864443165159255,5,18.0,90,5,3.2121,6.4242,2,0.826333640959108,1.652667281918216,2,18.0,36,2,3.2121,6.4242,2,0.826333640959108,1.652667281918216,2,18.0,36,2
JAGTIAL,MALLIAL,RAMPUR,SRI RAJA RAJESHWARA INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0,120,2025-07-07,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3455111472771755,15,83,102,112,18,1,23,1970-01-01 00:00:00.000000059,1970-01-01 00:00:00.000000018,0,0,0,2025,7,7,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3,1.57425,9.4455,6,-0.04130615218441944,-0.24783691310651662,6,15.0,90,6,1.0,1.0,1,-0.3455111472771755,-0.3455111472771755,1,15.0,15,1,1.0,1.0,1,-0.3455111472771755,-0.3455111472771755,1,15.0,15,1
RANGAREDDY,IBRAHIMPATNAM,MANGALPALLE,VAISHNAVI AGRO FRESH COLD STORAGE PRIVATELIMITED,CHILLING PLANT AND ICE MAKING WITHOUT USING AMMONIA,AGRO BASED INCL COLD STORAGES,2.5,20,2025-08-05,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,0.44910355475004987,9,84,103,113,46,0,2,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000018,0,0,0,2025,8,5,1,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.315,13.26,4,0.8808442095181757,3.5233768380727026,4,9.0,36,4,2.5,2.5,1,0.44910355475004987,0.44910355475004987,1,9.0,9,1
HANUMAKONDA,SHAYAMPET,SINGARAM (DONGALA),HANUMAN FLY ASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.08,4,2025-07-09,2025-08-08,YET TO START CONSTRUCTION,YES,OBC,-0.8328748311872071,24,85,104,114,12,4,11,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000018,0,0,1,2025,7,9,2,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3,0.2888,0.5776,2,-0.7222644646650174,-1.4445289293300347,2,24.0,48,2,0.08,0.08,1,-0.8328748311872071,-0.8328748311872071,1,24.0,24,1,0.08,0.08,1,-0.8328748311872071,-0.8328748311872071,1,24.0,24,1
SANGAREDDY,JINNARAM,CHETLAPOTHARAM,SRI SAIRAM CONTAINERS,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,10,2025-08-04,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,24,105,115,6,6,9,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000018,0,0,0,2025,8,4,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,2.8893125,11.55725,4,0.6553391788720326,2.6213567154881305,4,13.0,52,4,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,13.0,13,1
SURYAPET,HUZURNAGAR,HUZURNAGAR,LAXMI GANAPATHI STOREGE GOEDOM,PARBOILED RICE MILLS,FOOD PROCESSING,4.9242,9,2025-07-21,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,1.733306861852983,18,82,101,116,18,1,12,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000019,0,0,0,2025,7,21,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,2.73367,13.66835,5,0.572888633031851,2.864443165159255,5,18.0,90,5,3.2121,6.4242,2,0.826333640959108,1.652667281918216,2,18.0,36,2,3.2121,6.4242,2,0.826333640959108,1.652667281918216,2,18.0,36,2
JAGTIAL,GOLLAPALLE,CHILWAKODUR,M/S. SRI ANJANEYA PARA BOILED RICE INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,0.34315492781308643,15,86,106,117,18,1,2,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.57425,9.4455,6,-0.04130615218441944,-0.24783691310651662,6,15.0,90,6,2.3,2.3,1,0.34315492781308643,0.34315492781308643,1,15.0,15,1,2.3,2.3,1,0.34315492781308643,0.34315492781308643,1,15.0,15,1
MEDAK,RAMAYAMPET,DONGAL DHARMARAM,SRI VENKATESHWARAA RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.65,15,2025-07-26,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.001178109732044551,16,87,107,118,18,1,13,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000019,0,0,0,2025,7,26,5,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,2.03545,10.177249999999999,5,0.20301138153221815,1.0150569076610907,5,16.0,80,5,1.65,1.65,1,-0.001178109732044551,-0.001178109732044551,1,16.0,16,1,1.65,1.65,1,-0.001178109732044551,-0.001178109732044551,1,16.0,16,1
MULUGU,MULUGU,KASIMDEVIPET,M/S JAI HANUMAN AGRO INDUSTRIES PARABOILED RICEMILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.9,12,2025-06-12,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,0.13125767393915969,29,88,108,119,18,1,6,1970-01-01 00:00:00.000000060,1970-01-01 00:00:00.000000019,0,0,1,2025,6,12,3,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.0699999999999998,2.1399999999999997,2,-0.30842912784923837,-0.6168582556984767,2,29.0,58,2,1.0699999999999998,2.1399999999999997,2,-0.30842912784923837,-0.6168582556984767,2,29.0,58,2,1.9,1.9,1,0.13125767393915969,0.13125767393915969,1,29.0,29,1
YADADRI,CHOUTUPPAL,DANDUMALKAPUR,SPECTRA CHEM CORPORATION,TYRES AND TUBE RETREATING (WITHOUT BOILERS),PLASTIC AND RUBBER,0.15,10,2025-08-05,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.79579281175927,5,89,109,120,47,11,9,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000019,0,0,0,2025,8,5,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.15,0.15,1,-0.79579281175927,-0.79579281175927,1,5.0,5,1,0.15,0.15,1,-0.79579281175927,-0.79579281175927,1,5.0,5,1
SIDDIPET,BEJJANKI,VADLUR-BEGUMPET,SAI INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0125,8,2025-08-06,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3388893580936153,0,90,110,121,18,1,5,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000019,0,0,0,2025,8,6,2,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,1.0125,1.0125,1,-0.3388893580936153,-0.3388893580936153,1,0.0,0,1,1.0125,1.0125,1,-0.3388893580936153,-0.3388893580936153,1,0.0,0,1
SANGAREDDY,AMEENPUR,SULTANPUR,SNEHA FARMS PRIVATE LIMITED,MANUFACTURE OF EGG TRAYS,OTHERS,0.25,10,2025-08-04,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,91,94,122,48,14,9,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000019,0,0,0,2025,8,4,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,13.0,13,1,2.3391,4.6782,2,0.363867884379263,0.727735768758526,2,13.0,26,2
JANGAON,KODAKANDLA,REGULA,""" M/S NANDISHWARA AGRO RICEMILL """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.98,9,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3561060099708719,19,92,111,123,7,1,12,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,0,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.4178,2.089,5,-0.653927600290676,-3.2696380014533797,5,19.0,95,5,0.98,0.98,1,-0.3561060099708719,-0.3561060099708719,1,19.0,19,1,0.98,0.98,1,-0.3561060099708719,-0.3561060099708719,1,19.0,19,1
NIZAMABAD,KOTGIRI,MALKAPUR,SRI SAI GANESH AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,3.834,10,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,1.1557808964195957,20,35,112,124,7,1,9,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.6548571428571428,11.584,7,0.0013949283507103591,0.009764498454972514,7,20.0,140,7,2.042,4.084,2,0.20648119906440376,0.41296239812880753,2,20.0,40,2,3.834,3.834,1,1.1557808964195957,1.1557808964195957,1,20.0,20,1
MEDCHAL,KUKATPALLY,KUKATPALLY,M/S. ALMELO RESEARCH CENTRE (A DIVISION OF ALMELO PVT. LTD),PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,5.72725,150,2025-07-18,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,3,93,113,125,3,3,24,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000019,0,0,0,2025,7,18,4,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,3.0,3,1,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,3.0,3,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,POKARNA ENGINEEREDSTONE LIMITED,GRANITE / STONE CUTTING AND POLISHING,OTHERS,5.72725,20,2024-10-24,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,9,12,42,126,27,14,2,1970-01-01 00:00:00.000000061,1970-01-01 00:00:00.000000020,0,0,0,2024,10,24,3,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,4.271208333333333,25.62725,6,1.38738900942992,8.32433405657952,6,9.0,54,6,4.12545,20.62725,5,1.3101745330234855,6.550872665117428,5,9.0,45,5
VIKARABAD,PEDDEMUL,KANDANELLI,HANUMAN STONE INDUSTRIES,"CUTTING, SIZING AND POLISHING OF MARBLE STONE",GRANITE AND STONE CRUSHING,0.15,4,2025-08-03,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.79579281175927,4,94,114,127,49,2,11,1970-01-01 00:00:00.000000062,1970-01-01 00:00:00.000000020,0,0,0,2025,8,3,6,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3,0.9162399999999999,4.5812,5,-0.3898824322383757,-1.9494121611918787,5,4.0,20,5,0.15,0.15,1,-0.79579281175927,-0.79579281175927,1,4.0,4,1,0.15,0.15,1,-0.79579281175927,-0.79579281175927,1,4.0,4,1
JAGTIAL,MALLAPUR,SIRPUR,M/S. MANGYA NAYAK AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,0.34315492781308643,15,95,115,128,18,1,2,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000021,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,1.57425,9.4455,6,-0.04130615218441944,-0.24783691310651662,6,15.0,90,6,2.3,2.3,1,0.34315492781308643,0.34315492781308643,1,15.0,15,1,2.3,2.3,1,0.34315492781308643,0.34315492781308643,1,15.0,15,1
RANGAREDDY,IBRAHIMPATNAM,TOOLEKALAN,M/S KALAKRUTHI EXLUSIVE DECORS PVT LTD,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,4.5,50,2025-07-26,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,1.5085898241196838,9,84,116,129,17,11,14,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000021,0,0,0,2025,7,26,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.315,13.26,4,0.8808442095181757,3.5233768380727026,4,9.0,36,4,4.5,4.5,1,1.5085898241196838,1.5085898241196838,1,9.0,9,1
YADADRI,BIBINAGAR,RAIRAOPET,HIMAJA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9501,12,2025-06-21,2025-05-08,YET TO START CONSTRUCTION,YES,SC,-0.3719453296979479,5,5,5,130,5,5,6,1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000021,0,0,2,2025,6,21,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6
SIRCILLA,SIRCILLA,SIRCILLA,M/S. RAJU TRADERS,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.2457,8,2025-07-27,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.7450963937699329,14,96,117,131,17,11,5,1970-01-01 00:00:00.000000064,1970-01-01 00:00:00.000000021,0,0,1,2025,7,27,6,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,0.708925,2.8357,4,-0.49970613020555854,-1.9988245208222342,4,14.0,56,4,0.2457,0.2457,1,-0.7450963937699329,-0.7450963937699329,1,14.0,14,1,0.2457,0.2457,1,-0.7450963937699329,-0.7450963937699329,1,14.0,14,1
