district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,district_name_encoded_group_mean_x,district_name_encoded_group_sum_x,district_name_encoded_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,district_name_encoded_group_mean_y,district_name_encoded_group_sum_y,district_name_encoded_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count,district_name_encoded_group_mean,district_name_encoded_group_sum,district_name_encoded_group_count
SIDDIPET,MULUG,BANDA MAILARAM,M/S. PATWAARI SNACKS PRIVATE LIMITED,PUFFED RICE (MURI) (USING GAS OR ELECTRICAL HEATING SYSTEM),FOOD PROCESSING,0.25,30,2025-08-01,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,0,97,118,132,50,1,25,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000021,0,0,0,2025,8,1,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,0.0,0,1,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,0.0,0,1
SANGAREDDY,PATANCHERU,NANDIGAON,KISSHOUTENNYA BENZAITEN PRIVATE LIMITED,"MANUFACTURING OF TOOTH POWDER, TOOTHPASTE, TALCUM POWDER AND OTHER COSMETIC ITEMS",AGRO BASED INCL COLD STORAGES,0.4013,10,2025-07-11,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6626683620129754,13,60,119,133,51,0,9,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000021,0,0,0,2025,7,11,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,1.4812400000000001,7.4062,5,-0.09057756114145414,-0.4528878057072707,5,13.0,65,5,0.4013,0.4013,1,-0.6626683620129754,-0.6626683620129754,1,13.0,13,1
MEDCHAL,DUNDIGAL GANDIMAISAMMA,BAHADURPALLY,M/S. SAGGIDI NARSING RAO,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.25,4,2025-08-02,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,3,6,120,134,5,5,11,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000021,0,0,0,2025,8,2,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.18333333333333335,0.55,3,-0.7781347072697761,-2.334404121809328,3,3.0,9,3,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,3.0,3,1
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,"""M.S SRI CHAKRA INDUSTRIES """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.4,9,2025-06-09,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.13361389340324878,6,21,45,135,7,1,12,1970-01-01 00:00:00.000000065,1970-01-01 00:00:00.000000021,0,0,0,2025,6,9,0,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,1.65,8.25,5,-0.0011781097320445009,-0.005890548660222504,5,6.0,30,5,1.375,2.75,2,-0.14685747177036917,-0.29371494354073835,2,6.0,12,2
MAHABUBABAD,KESAMUDRAM,INUGURTHY,M/S ADARSHA RICE INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.6,9,2025-05-24,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.027665266466285303,6,21,121,136,7,1,12,1970-01-01 00:00:00.000000066,1970-01-01 00:00:00.000000021,0,0,1,2025,5,24,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,1.65,8.25,5,-0.0011781097320445009,-0.005890548660222504,5,6.0,30,5,1.6,1.6,1,-0.027665266466285303,-0.027665266466285303,1,6.0,6,1
KHAMMAM,TALLADA,MALLARAM,BHAGYALAXMI SAWMILL,SAW MILLS,WOOD AND LEATHER,0.035,3,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.8567132722480238,23,98,122,137,9,8,21,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000021,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3,1.6039375,6.41575,4,-0.02557940287346394,-0.10231761149385576,4,23.0,92,4,0.035,0.035,1,-0.8567132722480238,-0.8567132722480238,1,23.0,23,1,0.035,0.035,1,-0.8567132722480238,-0.8567132722480238,1,23.0,23,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,WASTE LESS WORLDWIDE INDUSTRIES PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HAY( NIL, HTLZ TBM) RULES, 2008 - ITEMS NAMELY - SPENT CATALYST CONTAINING NICKEL, CADMIUM, ZINC, COPPER, ARSENIC, VANADIUM AND COBALT,",PHARMACEUTICALS AND CHEMICALS,5.0,8,2025-07-09,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,1.7734613914620923,9,12,42,138,52,10,5,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000022,0,0,1,2025,7,9,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,4.271208333333333,25.62725,6,1.38738900942992,8.32433405657952,6,9.0,54,6,4.12545,20.62725,5,1.3101745330234855,6.550872665117428,5,9.0,45,5
RANGAREDDY,NANDIGAMA,NANDIGAMA,OPTIMIX EWASTE PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HW( M, H& TBM) RULES, 2008 - ITEMS NAMELY -DISMANTLERS RECYCLINGYLANTSCOMPONENTS OF WASTE ELECTRICALAND ELECTRONIC ASSEMBLESCOMPRISING ACCUMULATORS ANDOTHER BATTERIES INCLUDED ON LISTA, MERCURY-SWITCHES, ACTIVATED GLASS CUILETS FROM CATHODE-RAY TUBES AND OTHER ACTIVATED GLASS AND PCB-CAPACITORS, OR ANY OTHER COMPONENT CONTAMINATED WITHSCHEDULE 2 CONSTITUENTS (E.G.CADMIUM, MERCURY, LEAD,POLYCHLORINATED BIPHENYL) TO AN EXTENT THAT THEY EXHIBIT HAZARD CHARACTERISTICS INDICATED IN PARTC OF THIS SCHEDULE.",PHARMACEUTICALS AND CHEMICALS,3.5,4,2025-07-02,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,0.9788466894348669,9,12,42,139,53,10,11,1970-01-01 00:00:00.000000067,1970-01-01 00:00:00.000000022,0,0,1,2025,7,2,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,4.271208333333333,25.62725,6,1.38738900942992,8.32433405657952,6,9.0,54,6,4.12545,20.62725,5,1.3101745330234855,6.550872665117428,5,9.0,45,5
MULUGU,MULUGU,MULUG,A.R.ROOFING INDUSTRY,ENGINEERING WITHOUT PAINTING ACTIVITY,OTHERS,0.24,4,2025-07-17,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7481159296376364,29,88,123,140,54,14,11,1970-01-01 00:00:00.000000068,1970-01-01 00:00:00.000000022,0,0,0,2025,7,17,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.0699999999999998,2.1399999999999997,2,-0.30842912784923837,-0.6168582556984767,2,29.0,58,2,1.0699999999999998,2.1399999999999997,2,-0.30842912784923837,-0.6168582556984767,2,29.0,58,2,0.24,0.24,1,-0.7481159296376364,-0.7481159296376364,1,29.0,29,1
YADADRI,BHONGIR,CHEEMALA KONDUR,SREE SREENIVASA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,10,2025-08-01,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,5,64,124,141,7,1,9,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000022,0,0,0,2025,8,1,4,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.245,0.49,2,-0.7454672139642122,-1.4909344279284245,2,5.0,10,2,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,5.0,5,1
SIDDIPET,WARGAL,MYLARAM,STANDARD WAREHOUSE,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,1.45,10,2024-08-03,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.10712673666900792,0,51,125,142,30,0,9,1970-01-01 00:00:00.000000069,1970-01-01 00:00:00.000000022,0,0,0,2024,8,3,5,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,1.2,2.4,2,-0.23956252034021214,-0.4791250406804243,2,0.0,0,2,1.45,1.45,1,-0.10712673666900792,-0.10712673666900792,1,0.0,0,1
SANGAREDDY,PATANCHERU,PASHAMYLARAM,BLYPIN ENTERPRISES PRIVATE LIMITED,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,20,2025-07-28,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,60,68,143,6,6,2,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000022,0,0,0,2025,7,28,0,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,1.4812400000000001,7.4062,5,-0.09057756114145414,-0.4528878057072707,5,13.0,65,5,0.485,0.97,2,-0.6183288616398562,-1.2366577232797125,2,13.0,26,2
MEDCHAL,GHATKESAR,CHERLAPALLY,SD ROCK BIT,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.65,15,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.5309212444168615,3,99,126,144,5,5,13,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000022,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.65,0.65,1,-0.5309212444168615,-0.5309212444168615,1,3.0,3,1,0.65,0.65,1,-0.5309212444168615,-0.5309212444168615,1,3.0,3,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S AUCTOR HOME APPLIANCES LLP,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.24,20,2025-07-23,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7481159296376364,3,15,15,145,17,11,2,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000022,0,0,0,2025,7,23,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,1.0658333333333334,6.3950000000000005,6,-0.31063639091042505,-1.8638183454625503,6,3.0,18,6
JANGAON,BACHANNAPET,ALIMPUR,GAL REDDY WATERPLANT,MINERALIZED WATER,BEVERAGES,0.06,2,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8434696938809034,19,100,127,146,22,13,8,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000022,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3,0.4178,2.089,5,-0.653927600290676,-3.2696380014533797,5,19.0,95,5,0.06,0.06,1,-0.8434696938809034,-0.8434696938809034,1,19.0,19,1,0.06,0.06,1,-0.8434696938809034,-0.8434696938809034,1,19.0,19,1
SANGAREDDY,ZAHIRABAD,KASIMPUR,AIRUS WATER PRIVATE LIMITED,MINERALIZED WATER,BEVERAGES,0.7,50,2025-07-11,2025-02-08,YET TO START CONSTRUCTION,YES,SC,-0.5044340876826207,13,101,128,147,22,13,14,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000023,0,0,2,2025,7,11,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,0.7,0.7,1,-0.5044340876826207,-0.5044340876826207,1,13.0,13,1,0.7,0.7,1,-0.5044340876826207,-0.5044340876826207,1,13.0,13,1
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),R.K. INTERNATIONAL.,SPICE GRINDING (UPTO-20 HP MOTOR),FOOD PROCESSING,3.13,15,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,0.7828417296014845,9,84,129,148,55,1,13,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.315,13.26,4,0.8808442095181757,3.5233768380727026,4,9.0,36,4,3.13,6.26,2,0.7828417296014845,1.565683459202969,2,9.0,18,2
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),AMRITA HERBOCEUTICALS.,AYURVEDIC AND HOMEOPATHIC MEDICINES (WITHOUT BOILER),PHARMACEUTICALS AND CHEMICALS,3.13,15,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,0.7828417296014845,9,84,129,149,56,10,13,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000023,0,0,0,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,3.315,13.26,4,0.8808442095181757,3.5233768380727026,4,9.0,36,4,3.13,6.26,2,0.7828417296014845,1.565683459202969,2,9.0,18,2
YADADRI,BIBINAGAR,RAIRAOPET,SRI PRANATHI INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.4338,4,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6454517101357189,5,5,5,150,5,5,11,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6
YADADRI,BIBINAGAR,RAIRAOPET,OMEGA ENGINEERING INDUSTRY.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.5676,4,2025-07-18,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.5745720787148902,5,5,5,151,5,5,11,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000023,0,0,0,2025,7,18,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6
VIKARABAD,VICARABAD,VIKARABAD TOWN,KAVITHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.0514,3,2025-07-29,2025-02-08,YET TO START CONSTRUCTION,YES,ST,-0.8480254848391928,4,102,130,152,11,1,21,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000023,0,0,3,2025,7,29,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.9162399999999999,4.5812,5,-0.3898824322383757,-1.9494121611918787,5,4.0,20,5,0.0514,0.0514,1,-0.8480254848391928,-0.8480254848391928,1,4.0,4,1,0.0514,0.0514,1,-0.8480254848391928,-0.8480254848391928,1,4.0,4,1
SIDDIPET,KONDAPAK,MANGOLE,HAMSA RURAL GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.25,10,2025-07-31,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,0,45,131,153,30,0,9,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000023,0,0,0,2025,7,31,3,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,0.45,0.9,2,-0.6368698713538248,-1.2737397427076496,2,0.0,0,2,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,0.0,0,1
MEDCHAL,DUNDIGAL GANDIMAISAMMA,DUNDIGAL,NR ENTERPRISES,SAW MILLS,WOOD AND LEATHER,0.05,12,2025-07-28,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8487671252277516,3,6,6,154,9,8,6,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000023,0,0,0,2025,7,28,0,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.18333333333333335,0.55,3,-0.7781347072697761,-2.334404121809328,3,3.0,9,3,0.15,0.3,2,-0.7957928117592699,-1.5915856235185397,2,3.0,6,2
MEDCHAL,UPPAL,NACHARAM,CHEMTATVA CHIRAL SOLUTIONS PRIVATE LIMITED UNIT - 2,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,0.35,10,2025-07-08,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6898441848223065,3,3,3,155,3,3,9,1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000023,0,0,0,2025,7,8,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,1.825,3.65,2,0.09152693883779844,0.1830538776755969,2,3.0,6,2,1.825,3.65,2,0.09152693883779844,0.1830538776755969,2,3.0,6,2
MANCHERIAL,CHENNUR,KATHERSALA,M/S.ASMA BRICKS INDUSTRY,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.11,5,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8169825371466626,30,103,132,156,12,4,4,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,0.11,0.11,1,-0.8169825371466626,-0.8169825371466626,1,30.0,30,1,0.11,0.11,1,-0.8169825371466626,-0.8169825371466626,1,30.0,30,1,0.11,0.11,1,-0.8169825371466626,-0.8169825371466626,1,30.0,30,1
MAHABUBABAD,NARSIMHULAPET,PEDDAMUPPARAM,BENITH WOOD WORKS,"CARPENTRY & WOODEN FURNITURE MANUFACTURING (EXCLUDING SAW MILL) WITH THE HELP OF ELECTRICAL (MOTORIZED) MACHINES SUCH AS ELECTRICAL WOOD PLANNER, STEEL SAW CUTTING CIRCULAR BLADE, ETC",WOOD AND LEATHER,0.07,3,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,OBC,-0.8381722625340552,6,104,133,157,57,8,21,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000023,0,0,1,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,0.07,0.07,1,-0.8381722625340552,-0.8381722625340552,1,6.0,6,1,0.07,0.07,1,-0.8381722625340552,-0.8381722625340552,1,6.0,6,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,RENAVART RECYCLERS INDIA PVT LTD,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HW( M, H& TBM) RULES, 2008 - ITEMS NAMELY -DISMANTLERS RECYCLINGYLANTSCOMPONENTS OF WASTE ELECTRICALAND ELECTRONIC ASSEMBLESCOMPRISING ACCUMULATORS ANDOTHER BATTERIES INCLUDED ON LISTA, MERCURY-SWITCHES, ACTIVATED GLASS CUILETS FROM CATHODE-RAY TUBES AND OTHER ACTIVATED GLASS AND PCB-CAPACITORS, OR ANY OTHER COMPONENT CONTAMINATED WITHSCHEDULE 2 CONSTITUENTS (E.G.CADMIUM, MERCURY, LEAD,POLYCHLORINATED BIPHENYL) TO AN EXTENT THAT THEY EXHIBIT HAZARD CHARACTERISTICS INDICATED IN PARTC OF THIS SCHEDULE.",PHARMACEUTICALS AND CHEMICALS,1.65,15,2025-07-31,2025-02-08,YET TO START CONSTRUCTION,YES,OBC,-0.001178109732044551,9,12,42,158,53,10,13,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000023,0,0,1,2025,7,31,3,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,4.271208333333333,25.62725,6,1.38738900942992,8.32433405657952,6,9.0,54,6,4.12545,20.62725,5,1.3101745330234855,6.550872665117428,5,9.0,45,5
NARAYANPET,NARWA,YAMKI,VENNELA AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,4.85,10,2025-07-08,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,1.6939999212593695,17,38,134,159,18,1,9,1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000024,0,0,1,2025,7,8,1,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3,3.5930625,14.37225,4,1.0281459099064725,4.11258363962589,4,17.0,68,4,5.288625,10.57725,2,1.9263585037104973,3.8527170074209947,2,17.0,34,2,4.85,4.85,1,1.6939999212593695,1.6939999212593695,1,17.0,17,1
WANAPARTHY,KOTHAKOTA,RAYANPET,SRI SAI NANDANA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.985,10,2025-07-21,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,-0.35345729429744777,25,105,135,160,7,1,9,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000024,0,0,1,2025,7,21,0,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3,2.5040833333333334,7.51225,3,0.4512666725500128,1.3538000176500384,3,25.0,75,3,0.985,0.985,1,-0.35345729429744777,-0.35345729429744777,1,25.0,25,1,0.985,0.985,1,-0.35345729429744777,-0.35345729429744777,1,25.0,25,1
SIRCILLA,VEMULAWADA,NAMPALLE,M/S. RAJDHANI GLASS & PLYWOOD,FIBRE GLASS PRODUCTION ANDPROCESSING (EXCLUDING MOULDING),GRANITE AND STONE CRUSHING,0.23,8,2025-07-15,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,-0.7534133609844845,14,106,136,161,58,2,5,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000024,0,0,1,2025,7,15,1,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3,0.708925,2.8357,4,-0.49970613020555854,-1.9988245208222342,4,14.0,56,4,0.23,0.23,1,-0.7534133609844845,-0.7534133609844845,1,14.0,14,1,0.23,0.23,1,-0.7534133609844845,-0.7534133609844845,1,14.0,14,1
MEDAK,MANOHARABAD,KONDAPUR,ANNAPURNA POLYTECH.,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.05,15,2025-07-30,2025-01-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8487671252277516,16,59,137,162,17,11,13,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,0,0,0,2025,7,30,2,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3,2.03545,10.177249999999999,5,0.20301138153221815,1.0150569076610907,5,16.0,80,5,0.775,1.55,2,-0.4647033525812593,-0.9294067051625186,2,16.0,32,2,0.05,0.05,1,-0.8487671252277516,-0.8487671252277516,1,16.0,16,1
